category	author	title	type	collection	year	course
Optional	"[{:family=>""Ellison"", :given=>""Glenn""}, {:family=>""Ellison"", :given=>""Sara Fisher""}]"	Tax Sensitivity and Home State Preferences in Internet Purchasing	article-journal	American Economic Journal: Economic Policy	2009	1049
Optional	"[{:family=>""Barney"", :given=>""Lee""}]"	Amazon.com: Forget Being Earth’s Superstore. Can It Turn a Profit?	article-journal	The Street	2000-12-18	1049
Optional	"[{:family=>""Acohido"", :given=>""Byron""}]"	Amazon: We’ll Be Profitable by Year’s End	article-journal	USA Today	2002	1049
Optional	"[{:family=>""Thomas"", :given=>""Owen""}]"	Amazon.com Tests the Notion of Fixed Prices	article-journal	Business	2000	1049
Optional	"[{:family=>""Angwin"", :given=>""Julia""}, {:family=>""Mattioli"", :given=>""Dana""}]"	Don’t Like This Price? Wait a Minute	article-journal	The Wall Street Journal	2012-09-05	1049
Optional	"[{:family=>""Gannett"", :given=>""Allen""}]"	Behavioral Pricing: A Consumer’s Worst Nightmare	article-journal	The Next Web	2012-01-21	1049
Optional	"[{:family=>""Luhby"", :given=>""Tami""}]"	Get Ready to Pay Sales Tax on Amazon	article-journal	CNN Money	2012-07-18	1049
Optional	"[{:family=>""Streitfeld"", :given=>""David""}]"	Amazon	article-journal	New York Times	2012-09-11	1049
Optional	"[{:family=>""Manjoo"", :given=>""Farhard""}]"	I Want it Today: How Amazon’s Ambitious New Push for Same-day Delivery will Destroy Local Retail	article-journal	Slate.com	2012-07-11	1049
Required	"[{:family=>""Krugman"", :given=>""Paul""}, {:family=>""Obstfeld"", :given=>""Maurice""}, {:family=>""Melitz"", :given=>""Marc""}]"	International Economics: Theory and Policy			2011	1075
Required	"[{:family=>""Krugman"", :given=>""Paul""}]"	Pop Internationalism			1997	1075
Required	"[{:family=>""Irwin"", :given=>""Douglas""}]"	Free Trade Under Fire			2015	1075
Required	"[{:family=>""Deardorff"", :given=>""Alan""}, {:family=>""Stern"", :given=>""Robert""}]"	What the Public Should Know About Globalization and the World Trade Organization	article-journal	Research Seminar in International Economics	2000-07	1075
Required	"[{:family=>""Irwin"", :given=>""Douglas""}]"	The United States in a New Global Economy? A Century’s Perspective	article-journal	The American Economic Review	1996	1075
Required	"[{:family=>""Deardorff"", :given=>""Alan""}]"	Benefits and Costs of Following Comparative Advantage	article-journal	University of Michigan	1998	1075
Required	"[{:family=>""Deardorff"", :given=>""Alan""}]"	In Praise of Cheap Labor	article-journal	Slate	1997-03	1075
Required	"[{:family=>""Bastiat"", :given=>""Frédéric""}]"	Petition of the Candle Makers				1075
Required	"[{:family=>""Bastiat"", :given=>""Frédéric""}]"	Economic Sophisms			2016	1075
Required	"[{:family=>""Freeman"", :given=>""Richard""}]"	Are Your Wages Set in Beijing?	article-journal	The Journal of Economic Perspectives	1995	1075
Required	"[{:family=>""Rodrik"", :given=>""Dani""}]"	Has Globalization Gone Too Far			1997	1075
Required	"[{:family=>""Feenstra"", :given=>""Robert C.""}]"	How Costly is Protectionism?	article-journal	The Journal of Economic Perspectives	1992	1075
Required	"[{:family=>""Baldwin"", :given=>""Robert E.""}]"	The Political Economy of Trade Policy	article-journal	The Journal of Economic Perspectives	1989	1075
Required	"[{:family=>""Krugman"", :given=>""Paul R.""}]"	Is Free Trade Passé?	article-journal	The Journal of Economic Perspectives	1987	1075
Required	"[{:family=>""Borjas"", :given=>""George""}, {:family=>""Freeman"", :given=>""Richard""}, {:others=>true}]"	Searching for the Effect of Immigration on the Labor Market	article-journal	The American Economic Review	1996	1075
Required	"[{:family=>""Markusen"", :given=>""James R.""}]"	The Boundaries of Multinational Enterprises and the Theory of International Trade	article-journal	The Journal of Economic Perspectives	1995	1075
Required	"[{:family=>""Feenstra"", :given=>""Robert C.""}]"	Integration of Trade and Disintegration of Production in the Global Economy	article-journal	Journal of Economic Perspectives	1998	1075
Required	"[{:family=>""Krugman"", :given=>""Paul R.""}]"	A Raspberry for Free Trade	article-journal	Slate	1997-11	1075
Required	"[{:family=>""Kristof"", :given=>""Nicholas D.""}, {:family=>""Wudunn"", :given=>""Sheryl""}]"	Two Cheers for Sweatshops	article-journal	The New York Times Magazine	2000-09	1075
Required	"[{:family=>""Brown"", :given=>""Drusilla""}, {:family=>""Deardorff"", :given=>""Alan""}, {:family=>""Stern"", :given=>""Robert""}]"	Issues of Environmental and Labor Standards in the Global Trading System	chapter	Globalization	2012	1075
Required	"[{:family=>""Gruber"", :given=>""Jonathan""}]"	Public Finance and Public Policy			2009	1061
Required	"[{:family=>""Borjas"", :given=>""George J.""}]"	Labor Economics			2010	1077
Required	"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Krueger"", :given=>""Alan""}]"	Empirical Strategies in Labor Economics	chapter	Chapter 23 in The Handbook of Labor Economics	1999	1077
Required	"[{:family=>""Nicholson"", :given=>""Walter""}, {:family=>""Snyder"", :given=>""Christopher""}]"	Microeconomic Theory: Basic Principles and Extensions			2008	1077
Required	"[{:family=>""Deaton"", :given=>""Angus""}, {:family=>""Muellbauer"", :given=>""John""}]"	Economics and Consumer Behavior			1980	1077
Required	"[{:family=>""Blau"", :given=>""Francine D.""}, {:family=>""Ferber"", :given=>""Marianne A.""}, {:family=>""Winkler"", :given=>""Anne E.""}]"	The Economics of Women			2009	1077
Required	"[{:family=>""Lang"", :given=>""Kevin""}]"	Poverty and Discrimination			2007	1077
Required	"[{:family=>""Goldin"", :given=>""Claudia""}]"	Labor Markets in the 20th Century	article-journal	National Bureau of Economic Research Historical Working Paper	1994-06	1077
Required	"[{:family=>""Johnson"", :given=>""George E.""}]"	The Labor Market Effects of Immigrants	article-journal	Industrial and Labor Relations Review	1980-04	1077
Required	"[{:family=>""Card"", :given=>""David""}]"	The Impact of the Mariel Boatlift on the Miami Labor Market	article-journal	Industrial and Labor Relations Review	1990-01	1077
Required	"[{:family=>""Moffitt"", :given=>""Robert""}]"	Welfare Programs and Labor Supply.” Chapter 34 in The Handbook of Public Economics			2002	1077
Required	"[{:family=>""Eissa"", :given=>""Nada""}, {:family=>""Leibman"", :given=>""Jeffrey B.""}]"	Labor Supply Response to the Earned Income Tax Credit	article-journal	Quarterly Journal of Economics	1996-05	1077
Required	"[{:family=>""Fehr"", :given=>""Ernst""}, {:family=>""Goette"", :given=>""Lorenz""}]"	Do Workers Work More if Wages are High? Evidence from a Randomized Field Experiment	article-journal	American Economic Review	2007-03	1077
Required	"[{:family=>""Oettinger"", :given=>""Gerald S.""}]"	An Empirical Analysis of the Daily Labor Supply of Stadium Vendors	article-journal	Journal of Political Economy	1999-04	1077
Required	"[{:family=>""Imbens"", :given=>""Guido W.""}, {:family=>""Rubin"", :given=>""Donald B.""}, {:family=>""Sacerdote"", :given=>""Bruce I.""}]"	Estimating the Effect of Unearned Income on Labor Supply: Evidence from a Survey of Lottery Players	article-journal	American Economic Review	2001-09	1077
Required	"[{:family=>""Ashenfelter"", :given=>""Orley""}]"	What is Involuntary Unemployment?	article-journal	Proceedings of the American Philosophical Society	1978-06	1077
Required	"[{:family=>""Meyer"", :given=>""Bruce D.""}]"	Unemployment Insurance and Unemployment Spells	article-journal	Econometrica	1990-07	1077
Required	"[{:family=>""Woodbury"", :given=>""Stephen A.""}, {:family=>""Spiegelman"", :given=>""Robert G.""}]"	Bonuses to Workers and Employers to Reduce Unemployment: Randomized Trials in Illinois	article-journal	American Economic Review	1987-09	1077
Required	"[{:family=>""Ashenfelter"", :given=>""Orley""}, {:family=>""Plant"", :given=>""Mark W.""}]"	Nonparametric Estimates of the Labor-Supply Effects of Negative Income Tax Programs	article-journal	Journal of Labor Economics	1990-01	1077
Required	"[{:family=>""Farber"", :given=>""Henry S.""}]"	Is Tomorrow Another Day? The Labor Supply of New York City Cabdrivers	article-journal	Journal of Political Economy	2005	1077
Required	"[{:family=>""Ashenfelter"", :given=>""Orley""}, {:family=>""Doran"", :given=>""Kirk""}, {:family=>""Schaller"", :given=>""Bruce""}]"	A Shred of Credible Evidence on the Long Run Elasticity of Labor Supply	article-journal	Princeton University Industrial Relations Section Working Paper	2009-09	1077
Required	"[{:family=>""Gronau"", :given=>""Reuben""}]"	Leisure	article-journal	Journal of Political Economy	1977-12	1077
Required	"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Krueger"", :given=>""Alan""}]"	Instrumental Variables and the Search for Identification: From Supply and Demand to Natural Experiments	article-journal	Journal of Economic Perspectives	2001	1077
Required	"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Evans"", :given=>""William N.""}]"	Children and Their Parent’s Labor Supply: Evidence from Exogenous Variation in Family Size	article-journal	American Economic Review	1998-06	1077
Required	"[{:family=>""Card"", :given=>""David""}, {:family=>""Krueger"", :given=>""Alan""}]"	Minimum Wages and Employment: A Case Study of the Fast-Food Industry in New Jersey and Pennsylvania	article-journal	American Economic Review	1994-09	1077
Required	"[{:family=>""Angrist"", :given=>""Joshua""}]"	Short-Run Demand for Palestinian Labor	article-journal	Journal of Labor Economics	1996-07	1077
Required	"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Krueger"", :given=>""Alan""}]"	Does Compulsory School Attendance Affect Schooling and Earnings?	article-journal	Quarterly Journal of Economics	1991-11	1077
Required	"[{:family=>""Angrist"", :given=>""Joshua""}]"	Lifetime Earnings and the Vietnam-Era Draft Lottery: Evidence From Social Security Administrative Records	article-journal	American Economic Review	1990-06	1077
Required	"[{:family=>""Krueger"", :given=>""Alan""}]"	How Computers Have Changed the Wage Structure	article-journal	Quarterly Journal of Economics	1993-02	1077
Required	"[{:family=>""DiNardo"", :given=>""John E.""}, {:family=>""Pischke"", :given=>""Jörn-Steffen""}]"	The Returns to Computer Use Revisited: Have Pencils Changed the Wage Structure Too?	article-journal	Quarterly Journal of Economics	1997-02	1077
Required	"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Lavy"", :given=>""Victor""}]"	Using Maimonides Rule to Estimate the Effects of Class Size on Academic Achievement	article-journal	Quarterly Journal of Economics	1999-05	1077
Required	"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Bettinger"", :given=>""Eric""}, {:family=>""Bloom"", :given=>""Erik""}, {:family=>""King"", :given=>""Elizabeth""}, {:family=>""Kremer"", :given=>""Michael""}]"	Vouchers for Private Schooling in Colombia: Evidence from a Randomized Natural Experiment	article-journal	American Economic Review	2002-12	1077
Required	"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Lang"", :given=>""Daniel""}, {:family=>""Oreopoulos"", :given=>""Philip""}]"	Incentives and Services for College Achievement: Evidence from a Randomized Trial	article-journal	American Economic Journal: Applied Economics	2009-01	1077
Required	"[{:family=>""Card"", :given=>""David""}]"	The Causal Effect of Education on Earnings.” Chapter 30 in The Handbook of Labor Economics			1999	1077
Required	"[{:family=>""Card"", :given=>""David""}, {:family=>""Krueger"", :given=>""Alan""}]"	Does School Quality Matter? Returns to Education and the Characteristics of Public Schools in the United States	article-journal	Journal of Political Economy	1992-02	1077
Required	"[{:family=>""Card"", :given=>""David""}, {:family=>""Krueger"", :given=>""Alan""}]"	School Quality and Black-White Relative Earnings: A Direct Assessment	article-journal	Quarterly Journal of Economics	1992-02	1077
Required	"[{:family=>""Welch"", :given=>""Finis""}]"	Black-White Differences in Returns to Schooling	article-journal	American Economic Review	1973-12	1077
Required	"[{:family=>""Krueger"", :given=>""Alan""}]"	Experimental Estimates of the Education Production Functions	article-journal	Quarterly Journal of Economics	1999-05	1077
Required	"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Lavy"", :given=>""Victor""}]"	New Evidence on Classroom Computers and Pupil Learning	article-journal	Economic Journal	2002-10	1077
Required	"[{:family=>""Lemieux"", :given=>""Thomas""}]"	The Changing Nature of Wage Inequality	article-journal	Journal of Population Economics	2007-01	1077
Required	"[{:family=>""Autor"", :given=>""David""}, {:family=>""Katz"", :given=>""Lawrence""}, {:family=>""Kearney"", :given=>""Melissa""}]"	Trends in U.S. Wage Inequality: Re-Assessing the Revisionists	article-journal	Also available as National Bureau of Economic Research Working Paper	2008-05	1077
Required	"[{:family=>""Katz"", :given=>""Lawrence""}, {:family=>""Autor"", :given=>""David""}]"	Changes in the Wage Structure and Earnings Inequality	chapter	Chapter 26 in The Handbook of Labor Economics	1999	1077
Required	"[{:family=>""Heckman"", :given=>""James""}, {:family=>""Payner"", :given=>""Brook""}]"	Determining the Impact of Federal Antidiscrimination Policy on the Economic Status of Blacks: A Study of South Carolina	article-journal	American Economic Review	1989	1077
Required	"[{:family=>""Acemoglu"", :given=>""Daron""}, {:family=>""Angrist"", :given=>""Joshua""}]"	Consequences of Employment Protection? The Case of the Americans with Disabilities Act	article-journal	Journal of Political Economy	2001-10	1077
Required	"[{:family=>""Farber"", :given=>""Henry""}]"	Analysis of Union Behavior.” Chapter 18 in The Handbook of Labor Economics			1986	1077
Required	"[{:family=>""Lewis"", :given=>""H.Gregg""}]"	Union Relative Wage Effects: A Survey			1986	1077
Required	"[{:family=>""DiNardo"", :given=>""John""}, {:family=>""Lee"", :given=>""David S.""}]"	Economic Impacts of New Unionization on U.S. Private Sector Employers: 1984-2001	article-journal	Quarterly Journal of Economics	2004-11	1077
Required	"[{:family=>""Ashenfelter"", :given=>""Orley""}, {:family=>""Johnson"", :given=>""George E.""}]"	Bargaining Theory	article-journal	American Economic Review	1969-03	1077
Required	"[{:family=>""Kolstad"", :given=>""Charles""}]"	Environmental Economics			2010	1062
Required		Economics of the Environment: Selected Readings			2000	1062
Required		The RFF Reader in Environmental and Resource Management	article-journal	Resources for the Future	1999	1062
Required	"[{:family=>""Cropper"", :given=>""Maureen L.""}, {:family=>""Oates"", :given=>""Wallace E.""}]"	Environmental Economics: A Survey	article-journal	Journal of Economic Literature	1992	1062
Required		Introduction.” Chapter 1 in Public Policies for Environmental Protection	article-journal	Resources for the Future	2000	1062
Required	"[{:family=>""Portney"", :given=>""Paul R.""}]"	EPA and the Evolution of Federal Regulation	article-journal	Chapter 2 in Public Policies for Environmental Protection	2000	1062
Required	"[{:family=>""Arrow"", :given=>""Kenneth""}, {:others=>true}]"	Is there a Role for Benefit-Cost Analysis in Environmental Health	article-journal	Science	1996	1062
Required	"[{:family=>""Farrow"", :given=>""Scott""}, {:family=>""Toman"", :given=>""Michael""}]"	Using Benefit-Cost Analysis to Improve Environmental Regulation	article-journal	Environment	1999	1062
Required	"[{:family=>""Greenstone"", :given=>""Michael""}]"	Effective Regulation through Credible Cost-Benefit Analysis			2008	1062
Required	"[{:family=>""Revesz"", :given=>""Richard""}, {:family=>""Livermore"", :given=>""Michael""}]"	Retaking Rationality: How Cost Benefit Analysis Can Better Protect the Environment and Our Health			2008	1062
Required	"[{:family=>""Viscusi"", :given=>""W.Kip""}]"	Regulating the Regulators	article-journal	University of Chicago Law Review	1996	1062
Required	"[{:family=>""Ackerman"", :given=>""Frank""}, {:family=>""Heinzerling"", :given=>""Lisa""}]"	Priceless: On Knowing the Price of Everything and the Value of Nothing	article-journal	The New Press	2005	1062
Required	"[{:family=>""Sunstein"", :given=>""Cass""}]"	Your Money or Your Life	article-journal	The New Republic	2004	1062
Required		What Price Posterity	article-journal	Economist	1991-03-23	1062
Required		Creating Incentives	article-journal	Economist	1993-05-29	1062
Required	"[{:family=>""Arrow"", :given=>""Kenneth""}, {:family=>""Dasgupta"", :given=>""Partha""}, {:others=>true}]"	Are We Consuming Too Much?	article-journal	Journal of Economic Perspectives	2004	1062
Required	"[{:family=>""Coase"", :given=>""Ronald H.""}]"	The Problem of Social Cost	article-journal	The Journal of Law and Economics	1960	1062
Required	"[{:family=>""Barthold"", :given=>""Thomas A.""}]"	Issues in the Design of Environmental Excise Taxes	article-journal	Journal of Economic Perspectives	1994	1062
Required	"[{:family=>""Cohen"", :given=>""Mark A.""}]"	Monitoring and Enforcement of Environmental Policy	book		1998	1062
Required	"[{:family=>""Fullerton"", :given=>""Don""}, {:family=>""Kinnaman"", :given=>""Thomas C.""}]"	Household Response to Pricing Garbage by the Bag	article-journal	American Economic Review	1996	1062
Required	"[{:family=>""Fullerton"", :given=>""Don""}, {:family=>""West"", :given=>""Sarah""}]"	Tax and Subsidy Combinations for the Control of Car Pollution	article-journal	NBER Working Paper	2000-07	1062
Required	"[{:family=>""Wiener"", :given=>""Jonathan""}]"	Global Trade in Greenhouse Gas Control: Market Merits and Critics’ Concerns	article-journal	Resources	1997	1062
Required		Clean and Green	article-journal	The Economist	1992-12-12	1062
Required		Taxes for a Greener Environment	article-journal	The Economist	1997-06-28	1062
Required	"[{:family=>""Goulder"", :given=>""Lawrence H.""}]"	Environmental Policy Making in a Second-Best Setting	article-journal	Journal of Applied Economics	1998	1062
Required	"[{:family=>""Morgenstern"", :given=>""Richard D.""}]"	Environmental Taxes: Is There a Double Dividend?	article-journal	Environment	1996	1062
Required	"[{:family=>""Passell"", :given=>""Peter""}]"	When the Benefits are Mostly Modest	article-journal	New York Times	1997-04-03	1062
Required	"[{:given=>""Schmalensee""}, {:others=>true}]"	An Interim Evaluation of Sulfur Dioxide Emissions Trading	article-journal	Journal of Economic Perspectives	1998	1062
Required	"[{:family=>""Stavins"", :given=>""Robert N.""}]"	What Can We Learn from the Grand Policy Experiment? Lessons from SO2 Allowance Trading	article-journal	Journal of Economic Perspectives	1998	1062
Required	"[{:family=>""Oates"", :given=>""Wallace E.""}, {:family=>""Schwab"", :given=>""Robert M.""}]"	Economic Competition Among Jurisdictions: Efficiency Enhancing or Distortion Inducing?	article-journal	Journal of Public Economics	1998	1062
Required	"[{:family=>""Greenstone"", :given=>""Michael""}]"	The Impacts of Environmental Regulations on Industrial Activity: Evidence from the 1970 and 1977 Clean Air Act Amendments and the Census of Manufactures	article-journal	Journal of Political Economy	2002	1062
Required	"[{:family=>""Henderson"", :given=>""J.Vernon""}]"	Effects of Air Quality Regulation	article-journal	American Economic Review	1996	1062
Required	"[{:family=>""Bhagwati"", :given=>""Jagdish""}, {:family=>""Daly"", :given=>""Herman""}]"	Debate: Does Free Trade Harm the Environment?	article-journal	Scientific American	1993	1062
Required	"[{:family=>""Sanger"", :given=>""David E.""}]"	Trade Group Orders U.S. to Alter Law for First Time	article-journal	New York Times	1996-01-18	1062
Required	"[{:family=>""Copeland"", :given=>""Brian""}, {:family=>""Taylor"", :given=>""M.Scott""}]"	Trade	article-journal	Journal of Economic Literature	2004	1062
Required	"[{:family=>""Antweiler"", :given=>""Werner""}, {:family=>""Copeland"", :given=>""Brian""}, {:family=>""Taylor"", :given=>""Scott""}]"	Is Free Trade Good for the Environment?	article-journal	American Economic Review	2001	1062
Required	"[{:family=>""Grossman"", :given=>""Gene""}, {:family=>""Krueger"", :given=>""Alan""}]"	Economic Growth and the Environment	article-journal	Quarterly Journal of Economics	1995	1062
Required	"[{:family=>""Levinson"", :given=>""Arik""}]"	The Ups and Downs of the Environmental Kuznets Curve	book		2000	1062
Required	"[{:family=>""Jorgenson"", :given=>""Dale W.""}, {:family=>""Wilcoxen"", :given=>""Peter J.""}]"	Environmental Regulation and U.S. Economic Growth	article-journal	Rand Journal of Economics	1990	1062
Required	"[{:family=>""Stavins"", :given=>""Robert""}, {:family=>""Jaffe"", :given=>""Judson""}, {:family=>""Schatzki"", :given=>""Todd""}]"	Too Good to be True? An Examination of Three Economic Assessments of California Climate Change Policy	article-journal	NBER Working Paper	2007-11	1062
Required	"[{:family=>""Jaffe"", :given=>""Adam B.""}, {:family=>""Newell"", :given=>""Richard G.""}, {:family=>""Stavins"", :given=>""Robert N.""}]"	Technology Policy for Energy and the Environment	chapter	Innovation Policy and the Economy	2004	1062
Required	"[{:family=>""Porter"", :given=>""Michael E.""}, {:family=>""Linde"", :given=>""Class"", :particle=>""Van der""}]"	Toward a New Conception of the Environment-Competitiveness Relationship	article-journal	Journal of Economic Perspectives	1995	1062
Required	"[{:family=>""Palmer"", :given=>""Karen""}, {:family=>""Oates"", :given=>""Wallace E.""}, {:family=>""Portney"", :given=>""Paul R.""}]"	Tightening Environmental Standards: The Benefit-Cost or the No-Cost Paradigm?	article-journal	Journal of Economic Perspectives	1995	1062
Required		An Invaluable Environment			1998-04-18	1062
Required	"[{:family=>""Hecht"", :given=>""Joy""}]"	Environmental Accounting: Where We Are Now	article-journal	Resources	1999	1062
Required	"[{:family=>""Oliva"", :given=>""Paulina""}]"	Environmental Regulations and Corruption: Automobile Emissions in Mexico City			2010	1062
Required	"[{:family=>""Olken"", :given=>""Ben""}]"	Monitoring Corruption: Evidence from a Field Experiment in Indonesia	article-journal	Journal of Political Economy	2007	1062
Required	"[{:family=>""Ahuja"", :given=>""Amrita""}, {:family=>""Kremer"", :given=>""Michael""}, {:family=>""Zwane"", :given=>""Alix Peterson""}]"	Providing Safe Water: Evidence from Randomized Evaluations	book		2010-04	1062
Required	"[{:family=>""Kremer"", :given=>""Michael""}, {:family=>""Leino"", :given=>""Jessica""}, {:family=>""Miguel"", :given=>""Edward""}, {:family=>""Zwane"", :given=>""Alix Peterson""}]"	Spring Cleaning: Rural Water Impacts	chapter	Working Paper	2010	1062
Required	"[{:family=>""Davis"", :given=>""Lucas""}]"	The Effects of Driving Restrictions on Air Quality in Mexico City	article-journal	Journal of Political Economy	2008	1062
Required	"[{:family=>""Braden"", :given=>""John B.""}, {:family=>""Kolstad"", :given=>""Charles D.""}, {:family=>""Miltz"", :given=>""David""}]"	Introduction.” Chapter 1 in Measuring the Demand for Environmental Quality			1998	1062
Required	"[{:family=>""Smith"", :given=>""V.Kerry""}]"	Nonmarket Valuation of Environmental Resources: An Interpretive Appraisal	article-journal	Land Economics	1993	1062
Required		Are You Being Served?			2005-04-23	1062
Required		Treasuring the Environment	article-journal	Economist	1990-03-03	1062
Required		A Price on the Priceless?			1991-08-17	1062
Required	"[{:family=>""Ashenfelter"", :given=>""Orley""}, {:family=>""Greenstone"", :given=>""Michael""}]"	Using Mandated Speed Limits to Measure the Value of a Statistical Life: Evidence from the Introduction of the 65-mph Speed Limit on Rural Interstates	article-journal	NBER Working Paper	2002-08	1062
Required	"[{:family=>""Chay"", :given=>""Kenneth""}, {:family=>""Greenstone"", :given=>""Michael""}]"	Does Air Quality Matter? Evidence from the Housing Market	book		2004	1062
Required	"[{:literal=>""Freeman III., A Myrick.""}]"	Property Value Models.” Chapter 11 in The Measurement of Environmental and Resource Values			1993	1062
Required	"[{:family=>""Greenstone"", :given=>""Michael""}, {:family=>""Gallagher"", :given=>""Justin""}]"	Does Hazardous Waste Matter? Evidence from the Housing Market and the Superfund Program	article-journal	Quarterly Journal of Economics	2008	1062
Required	"[{:family=>""Viscusi"", :given=>""W.Kip""}]"	The Value of Risks to Life and Health	article-journal	Journal of Economic Literature	1993	1062
Required	"[{:family=>""Dickie"", :given=>""Mark""}, {:family=>""Gerking"", :given=>""Shelby""}]"	Willingness to Pay for Ozone Control: Inferences from the Demand for Medical Care	article-journal	Journal of Environmental Economics and Management	1991	1062
Required	"[{:family=>""Johanneson"", :given=>""Magnus""}, {:family=>""Johansson"", :given=>""Per-Olov""}, {:family=>""Kristom"", :given=>""Bengt""}, {:family=>""Soderqvist"", :given=>""Tore""}]"	Valuing Changes in Health: Theoretical and Empirical Issues	chapter	Current Issues in Environmental Economics	1995	1062
Required	"[{:family=>""Smith"", :given=>""V.Kerry""}]"	Household Production Functions and Environmental Benefit Estimation.” Chapter 3 in Measuring the Demand for Environmental Quality			1998	1062
Required	"[{:family=>""Portney"", :given=>""Paul R.""}]"	The Contingent Valuation Debate: Why Economists Should Care	article-journal	Journal of Economic Perspectives	1994	1062
Required	"[{:family=>""Hanemann"", :given=>""Michael W.""}]"	Valuing the Environment Through Contingent Valuation	article-journal	Journal of Economic Perspectives	1994	1062
Required	"[{:family=>""Diamond"", :given=>""Peter A.""}, {:family=>""Hausman"", :given=>""Jerry A.""}]"	Contingent Valuation	article-journal	Journal of Economic Perspectives	1994	1062
Required		The Price of Imagining Arden			1994-12-03	1062
Required	"[{:family=>""Sweeney"", :given=>""James""}]"	Economic Theory of Depletable Resources: An Introduction	chapter	Chapter 17 in Handbook of Natural Resource and Energy Economics	1993	1062
Required	"[{:family=>""Heal"", :given=>""Geoffrey""}]"	The Optimal Use of Exhaustible Resources.” Chapter 18 in Handbook of Natural Resource and Energy Economics			1993	1062
Required	"[{:family=>""Munro"", :given=>""Gordon""}, {:family=>""Scott"", :given=>""Anthony""}]"	The Economics of Fisheries Management	chapter	Chapter 14 in Handbook of Natural Resource and Energy Economics	1993	1062
Required	"[{:family=>""Slade"", :given=>""Margaret E.""}, {:family=>""Thille"", :given=>""Henry""}]"	Whither Hotelling: Tests of the Theory of Exhaustible Resources			2009	1062
Required	"[{:family=>""Arrow"", :given=>""Kenneth""}, {:others=>true}]"	Brief Amici Curiae” to the U.S. Supreme Court	book		2000-07	1062
Required	"[{:family=>""Chay"", :given=>""Kenneth""}, {:family=>""Dobkin"", :given=>""Carlos""}, {:family=>""Greenstone"", :given=>""Michael""}]"	The Clean Air Act of 1970 and Adult Mortality	article-journal	Journal of Risk and Uncertainty	2003	1062
Required	"[{:family=>""Chay"", :given=>""Kenneth""}, {:family=>""Greenstone"", :given=>""Michael""}]"	The Impact of Air Pollution on Infant Mortality: Evidence from Geographic Variation in Pollution Shocks Induced by a Recession	article-journal	Quarterly Journal of Economics	2003	1062
Required	"[{:family=>""Chay"", :given=>""Kenneth""}, {:family=>""Greenstone"", :given=>""Michael""}]"	Air Quality	article-journal	NBER Working Paper	2003-10	1062
Required	"[{:family=>""Dockery"", :given=>""Douglas W.""}, {:others=>true}]"	An Association Between Air Pollution and Mortality in Six U.S. Cities	article-journal	The New England Journal of Medicine	1993	1062
Required	"[{:family=>""Lippmann"", :given=>""Morton""}, {:family=>""Ito"", :given=>""Kazuhiko""}, {:family=>""Nádas"", :given=>""Arthur""}, {:family=>""Burnett"", :given=>""Richard T.""}]"	Association of Particulate Matter Components with Daily Mortality and Morbidity in Urban Populations	article-journal	Health Effects Institute	2000	1062
Required	"[{:family=>""Reinhardt"", :given=>""Forest""}, {:family=>""Trumbull"", :given=>""Gunnar""}, {:family=>""Hyman"", :given=>""Mikell""}, {:family=>""McGrath"", :given=>""Patia""}, {:family=>""Uludere"", :given=>""Nazli Zeynep""}]"	The Political Economy of Carbon Trading	article-journal	Harvard Business School Case. Harvard Business School Publishing. Case	2011-04-27	1062
Required	"[{:family=>""Mendelsohn"", :given=>""Robert""}, {:family=>""Nordhaus"", :given=>""William D.""}, {:family=>""Shaw"", :given=>""Daigee""}]"	The Impact of Global Warming on Agriculture: A Ricardian Approach	article-journal	American Economic Review	1994	1062
Required	"[{:family=>""Deschenes"", :given=>""Olivier""}, {:family=>""Greenstone"", :given=>""Michael""}]"	The Economic Impacts of Climate Change: Evidence from Agricultural Output and Random Fluctuations in Weather	article-journal	American Economic Review	2007	1062
Required	"[{:family=>""Deschenes"", :given=>""Olivier""}, {:family=>""Greenstone"", :given=>""Michael""}]"	Climate Change	chapter	Working Paper	2007	1062
Required	"[{:family=>""Guiteras"", :given=>""Raymond""}]"	The Impact of Climate Change on Indian Agriculture			2009	1062
Required	"[{:family=>""Stern"", :given=>""Nicholas""}]"	The Economics of Climate Change	article-journal	American Economic Review	2008	1062
Required	"[{:family=>""Nordhaus"", :given=>""William D.""}]"	A Review of the Stern Review on the Economics of Climate Change	article-journal	Journal of Economic Literature	2007	1062
Required	"[{:family=>""Weitzman"", :given=>""Martin M.""}]"	A Review of the Stern Review on the Economics of Climate Change	article-journal	Journal of Economic Literature	2007	1062
Required	"[{:family=>""Metcalf"", :given=>""Gilbert""}]"	Market-Based Policy Options to Control U.S. Greenhouse Gas Emissions	article-journal	Journal of Economic Perspectives	2009	1062
Required	"[{:family=>""Tol"", :given=>""Richard S.J.""}]"	The Economic Effects of Climate Change	article-journal	Journal of Economic Perspectives	2009	1062
